省份,科类,分数,百分位,位次,稳妥层次,分段数据源,有投档索引,冲刺院校,稳妥院校,保底院校,冲刺专业,稳妥专业,保底专业,问题数
吉林,物理类,600,92.94,5824,一本,eol.cn,False,,,,护理学 | 口腔医学技术 | 康复治疗学 | 土木工程,新能源科学与工程 | 电子信息工程 | 电气工程及其自动化 | 统计学,集成电路设计与集成系统 | 临床医学 | 人工智能 | 机器人工程,0
吉林,物理类,607,94.05,4911,双一流,eol.cn,False,,,,新能源科学与工程 | 电子信息工程 | 电气工程及其自动化 | 统计学,,集成电路设计与集成系统 | 临床医学 | 人工智能 | 机器人工程,0
吉林,物理类,619,95.77,3510,双一流,eol.cn,False,,,,新能源科学与工程 | 电子信息工程 | 电气工程及其自动化 | 统计学,,集成电路设计与集成系统 | 临床医学 | 人工智能 | 机器人工程,0
吉林,物理类,632,97.25,2289,211,eol.cn,False,,,,新能源科学与工程 | 电子信息工程 | 电气工程及其自动化 | 统计学,临床医学 | 机器人工程 | 网络空间安全 | 数据科学与大数据技术,集成电路设计与集成系统 | 人工智能 | 分子科学与工程 | 声学,0
吉林,物理类,657,99.07,790,985,eol.cn,False,,,,临床医学 | 机器人工程 | 网络空间安全 | 数据科学与大数据技术,集成电路设计与集成系统 | 人工智能 | 分子科学与工程 | 声学,,0
吉林,物理类,682,99.84,141,C9,eol.cn,False,,,,集成电路设计与集成系统 | 临床医学 | 人工智能 | 机器人工程,,,0
吉林,物理类,697,99.97,35,C9,eol.cn,False,,,,集成电路设计与集成系统 | 临床医学 | 人工智能 | 机器人工程,,,0
吉林,物理类,707,99.97,22,C9,eol.cn,False,,,,集成电路设计与集成系统 | 临床医学 | 人工智能 | 机器人工程,,,0
吉林,物理类,732,99.98,16,C9,eol.cn,False,,,,集成电路设计与集成系统 | 临床医学 | 人工智能 | 机器人工程,,,0
吉林,物理类,750,99.99,12,C9,eol.cn,False,,,,集成电路设计与集成系统 | 临床医学 | 人工智能 | 机器人工程,,,0
吉林,历史类,284,0.11,31071,专科,eol.cn,False,,,,,业财数据应用与管理 | 中兽医 | 中小企业创业与经营 | 中文,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发,0
吉林,历史类,309,3.52,30030,专科,eol.cn,False,,,,,业财数据应用与管理 | 中兽医 | 中小企业创业与经营 | 中文,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发,0
吉林,历史类,334,8.86,28395,专科,eol.cn,False,,,,,业财数据应用与管理 | 中兽医 | 中小企业创业与经营 | 中文,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发,0
吉林,历史类,359,15.54,26332,专科,eol.cn,False,,,,,业财数据应用与管理 | 中兽医 | 中小企业创业与经营 | 中文,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发,0
吉林,历史类,384,23.91,23754,专科,eol.cn,False,,,,,业财数据应用与管理 | 中兽医 | 中小企业创业与经营 | 中文,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发,0
吉林,历史类,409,33.73,20724,专科,eol.cn,False,,,,,业财数据应用与管理 | 中兽医 | 中小企业创业与经营 | 中文,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发,0
吉林,历史类,434,44.3,17437,专科,eol.cn,False,,,,,业财数据应用与管理 | 中兽医 | 中小企业创业与经营 | 中文,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发,0
吉林,历史类,459,55.15,14065,专科,eol.cn,False,,,,,业财数据应用与管理 | 中兽医 | 中小企业创业与经营 | 中文,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发,0
吉林,历史类,484,65.59,10812,二本,eol.cn,False,,,,电子商务 | 学前教育 | 中医康复学 | 卫生教育,护理学 | 康复治疗学 | 市场营销 | 物流管理,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发,0
吉林,历史类,509,74.76,7946,二本,eol.cn,False,,,,电子商务 | 学前教育 | 中医康复学 | 卫生教育,护理学 | 康复治疗学 | 市场营销 | 物流管理,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发,0
吉林,历史类,534,82.22,5614,二本,eol.cn,False,,,,电子商务 | 学前教育 | 中医康复学 | 卫生教育,护理学 | 康复治疗学 | 市场营销 | 物流管理,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发,0
吉林,历史类,559,88.83,3544,一本,eol.cn,False,,,,护理学 | 电子商务 | 康复治疗学 | 市场营销,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发,法学 | 保密管理 | 保险学 | 公安管理学,0
吉林,历史类,584,93.74,1998,双一流,eol.cn,False,,,,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发,,法学 | 保密管理 | 保险学 | 公安管理学,0
吉林,历史类,587,94.25,1840,双一流,eol.cn,False,,,,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发,,法学 | 保密管理 | 保险学 | 公安管理学,0
吉林,历史类,600,95.96,1294,双一流,eol.cn,False,,,,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发,,法学 | 保密管理 | 保险学 | 公安管理学,0
吉林,历史类,609,96.91,994,211,eol.cn,False,,,,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发,法学 | 保险学 | 公安管理学 | 国内安全保卫,保密管理 | 创业管理 | 国际事务与国际关系 | 女性学,0
吉林,历史类,619,97.86,692,211,eol.cn,False,,,,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发,法学 | 保险学 | 公安管理学 | 国内安全保卫,保密管理 | 创业管理 | 国际事务与国际关系 | 女性学,0
吉林,历史类,634,98.93,352,985,eol.cn,False,,,,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发,保密管理 | 创业管理 | 国际事务与国际关系 | 女性学,,0
吉林,历史类,659,99.82,62,C9,eol.cn,False,,,,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发,,,0
吉林,历史类,684,99.93,23,C9,eol.cn,False,,,,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发,,,0
吉林,历史类,697,99.93,21,C9,eol.cn,False,,,,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发,,,0
吉林,历史类,709,99.94,20,C9,eol.cn,False,,,,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发,,,0
吉林,历史类,734,99.95,15,C9,eol.cn,False,,,,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发,,,0
吉林,历史类,750,99.96,12,C9,eol.cn,False,,,,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发,,,0
四川,物理类,380,0.21,252799,专科,eol.cn,True,,,,,新能源汽车技术 | 计算机网络技术 | 大数据技术 | 丝绸技术,服装与服饰设计 | 集成电路设计与集成系统 | 临床医学 | 人工智能,0
四川,物理类,405,6.48,237150,专科,eol.cn,True,,,,,新能源汽车技术 | 计算机网络技术 | 大数据技术 | 丝绸技术,服装与服饰设计 | 集成电路设计与集成系统 | 临床医学 | 人工智能,0
四川,物理类,430,15.18,215399,专科,eol.cn,True,,,,,新能源汽车技术 | 计算机网络技术 | 大数据技术 | 丝绸技术,服装与服饰设计 | 集成电路设计与集成系统 | 临床医学 | 人工智能,0
四川,物理类,455,26.3,187546,专科,eol.cn,True,,,,,新能源汽车技术 | 计算机网络技术 | 大数据技术 | 丝绸技术,服装与服饰设计 | 集成电路设计与集成系统 | 临床医学 | 人工智能,0
四川,物理类,480,39.35,154692,专科,eol.cn,True,,,,,新能源汽车技术 | 计算机网络技术 | 大数据技术 | 丝绸技术,服装与服饰设计 | 集成电路设计与集成系统 | 临床医学 | 人工智能,0
四川,物理类,505,52.87,120507,专科,eol.cn,True,,,,,新能源汽车技术 | 计算机网络技术 | 大数据技术 | 丝绸技术,服装与服饰设计 | 集成电路设计与集成系统 | 临床医学 | 人工智能,0
四川,物理类,530,65.56,88297,二本,eol.cn,True,山东师范大学 | 福建师范大学 | 上海师范大学,,,口腔医学技术 | 遥感科学与技术 | 中医康复学 | 宝石及材料工艺学,护理学 | 康复治疗学 | 土木工程 | 临床药学,集成电路设计与集成系统 | 临床医学 | 人工智能 | 机器人工程,0
四川,物理类,555,76.53,60362,二本,eol.cn,True,宁波大学 | 上海第二工业大学 | 三峡大学,山东师范大学 | 安徽建筑大学 | 山东理工大学,福建师范大学 | 上海师范大学 | 上海政法学院 | 中南民族大学 | 中国矿业大学(北京),口腔医学技术 | 遥感科学与技术 | 中医康复学 | 宝石及材料工艺学,护理学 | 康复治疗学 | 土木工程 | 临床药学,集成电路设计与集成系统 | 临床医学 | 人工智能 | 机器人工程,0
四川,物理类,580,85.49,37447,一本,eol.cn,True,河海大学 | 北京交通大学 | 北京林业大学,山东大学 | 南京工业大学 | 宁波大学,上海第二工业大学 | 山东理工大学 | 上海中医药大学 | 上海健康医学院 | 上海应用技术大学,护理学 | 口腔医学技术 | 康复治疗学 | 土木工程,新能源科学与工程 | 电子信息工程 | 电气工程及其自动化 | 统计学,集成电路设计与集成系统 | 临床医学 | 人工智能 | 机器人工程,0
四川,物理类,587,87.52,32276,一本,eol.cn,True,湖南大学 | 中国传媒大学 | 北京交通大学,山东大学 | 河海大学 | 北京林业大学,宁波大学 | 新疆大学 | 长春理工大学 | 上海第二工业大学 | 三峡大学,护理学 | 口腔医学技术 | 康复治疗学 | 土木工程,新能源科学与工程 | 电子信息工程 | 电气工程及其自动化 | 统计学,集成电路设计与集成系统 | 临床医学 | 人工智能 | 机器人工程,0
四川,物理类,600,90.97,23461,一本,eol.cn,True,合肥工业大学 | 郑州大学 | 云南大学,湖南大学 | 河海大学 | 中国传媒大学,山东大学 | 南京工业大学 | 广东工业大学 | 昆明理工大学 | 燕山大学,护理学 | 口腔医学技术 | 康复治疗学 | 土木工程,新能源科学与工程 | 电子信息工程 | 电气工程及其自动化 | 统计学,集成电路设计与集成系统 | 临床医学 | 人工智能 | 机器人工程,0
四川,物理类,605,92.12,20496,一本,eol.cn,True,深圳大学 | 郑州大学 | 云南大学,湖南大学 | 合肥工业大学 | 中国传媒大学,山东大学 | 河海大学 | 北京林业大学 | 南京工业大学 | 广东工业大学,护理学 | 口腔医学技术 | 康复治疗学 | 土木工程,新能源科学与工程 | 电子信息工程 | 电气工程及其自动化 | 统计学,集成电路设计与集成系统 | 临床医学 | 人工智能 | 机器人工程,0
四川,物理类,619,94.87,13416,双一流,eol.cn,True,中南大学 | 重庆大学 | 中国农业大学,深圳大学 | 苏州大学 | 合肥工业大学,湖南大学 | 河海大学 | 中国传媒大学 | 北京交通大学 | 上海理工大学,新能源科学与工程 | 电子信息工程 | 电气工程及其自动化 | 统计学,,集成电路设计与集成系统 | 临床医学 | 人工智能 | 机器人工程,0
四川,物理类,630,96.59,8983,211,eol.cn,True,四川大学 | 吉林大学 | 华东师范大学,中南大学 | 重庆大学 | 中国农业大学,合肥工业大学 | 郑州大学 | 云南大学 | 江南大学 | 上海外国语大学,新能源科学与工程 | 电子信息工程 | 电气工程及其自动化 | 统计学,临床医学 | 机器人工程 | 网络空间安全 | 数据科学与大数据技术,集成电路设计与集成系统 | 人工智能 | 分子科学与工程 | 声学,0
四川,物理类,655,99.06,2540,985,eol.cn,True,同济大学 | 武汉大学 | 华中科技大学,中山大学 | 天津大学 | 四川大学,中南大学 | 重庆大学 | 吉林大学 | 中国农业大学 | 东北大学,临床医学 | 机器人工程 | 网络空间安全 | 数据科学与大数据技术,集成电路设计与集成系统 | 人工智能 | 分子科学与工程 | 声学,,0
四川,物理类,680,99.91,267,C9,eol.cn,True,复旦大学 | 上海交通大学 | 上海交通大学医学院,浙江大学 | 南京大学 | 中国科学技术大学,同济大学 | 武汉大学 | 中山大学 | 华中科技大学 | 东南大学,集成电路设计与集成系统 | 临床医学 | 人工智能 | 机器人工程,,,0
四川,物理类,697,99.97,84,C9,eol.cn,True,,北京大学 | 清华大学 | 复旦大学,浙江大学 | 南京大学 | 中国科学技术大学 | 同济大学 | 哈尔滨工业大学,集成电路设计与集成系统 | 临床医学 | 人工智能 | 机器人工程,,,0
四川,物理类,705,99.97,80,C9,eol.cn,True,,北京大学 | 清华大学 | 上海交通大学,复旦大学 | 浙江大学 | 中国科学技术大学 | 哈尔滨工业大学 | 中国科学院大学,集成电路设计与集成系统 | 临床医学 | 人工智能 | 机器人工程,,,0
四川,物理类,730,99.97,69,C9,eol.cn,True,,,,集成电路设计与集成系统 | 临床医学 | 人工智能 | 机器人工程,,,0
四川,物理类,750,99.98,60,C9,eol.cn,True,,,,集成电路设计与集成系统 | 临床医学 | 人工智能 | 机器人工程,,,0
四川,历史类,380,0.49,177978,专科,eol.cn,True,,,,,业财数据应用与管理 | 中兽医 | 中小企业创业与经营 | 中文,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发,0
四川,历史类,405,13.0,155756,专科,eol.cn,True,,,,,业财数据应用与管理 | 中兽医 | 中小企业创业与经营 | 中文,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发,0
四川,历史类,430,26.13,132367,专科,eol.cn,True,,,,,业财数据应用与管理 | 中兽医 | 中小企业创业与经营 | 中文,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发,0
四川,历史类,455,39.31,108972,专科,eol.cn,True,,,,,业财数据应用与管理 | 中兽医 | 中小企业创业与经营 | 中文,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发,0
四川,历史类,480,52.68,85158,专科,eol.cn,True,,,,,业财数据应用与管理 | 中兽医 | 中小企业创业与经营 | 中文,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发,0
四川,历史类,505,65.83,61716,二本,eol.cn,True,,,,电子商务 | 学前教育 | 中医康复学 | 卫生教育,护理学 | 康复治疗学 | 市场营销 | 物流管理,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发,0
四川,历史类,530,77.22,41304,二本,eol.cn,True,山东师范大学 | 燕山大学 | 上海第二工业大学,福建师范大学 | 长春理工大学 | 三峡大学,,电子商务 | 学前教育 | 中医康复学 | 卫生教育,护理学 | 康复治疗学 | 市场营销 | 物流管理,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发,0
四川,历史类,555,86.38,24808,一本,eol.cn,True,郑州大学 | 天津工业大学 | 新疆大学,吉林大学 | 上海理工大学 | 南京工业大学,福建师范大学 | 长春理工大学 | 上海第二工业大学 | 安徽建筑大学 | 河南工业大学,护理学 | 电子商务 | 康复治疗学 | 市场营销,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发,法学 | 保密管理 | 保险学 | 公安管理学,0
四川,历史类,580,93.12,12632,双一流,eol.cn,True,华南理工大学 | 山东大学 | 西北工业大学,东北大学 | 深圳大学 | 苏州大学,吉林大学 | 郑州大学 | 上海理工大学 | 南京工业大学 | 天津工业大学,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发,,法学 | 保密管理 | 保险学 | 公安管理学,0
