province,year,track,schoolName,minScore
安徽,2023,物理类,黄山健康职业学院,256
安徽,2023,物理类,黄山学院,450
山东,2023,综合类,东营科技职业学院,281
山东,2023,综合类,东营职业学院,222
山东,2023,综合类,中国人民解放军海军潜艇学院,553
山东,2023,综合类,中国海洋大学,545
山东,2023,综合类,中国石油大学（华东）,532
山东,2023,综合类,临沂大学,422
山东,2023,综合类,临沂科技职业学院,342
山东,2023,综合类,临沂职业学院,326
山东,2023,综合类,哈尔滨工业大学（威海）,567
山东,2023,综合类,威海海洋职业学院,326
山东,2023,综合类,威海职业学院,258
山东,2023,综合类,山东中医药大学,499
山东,2023,综合类,山东中医药高等专科学校,433
山东,2023,综合类,山东交通学院,436
山东,2023,综合类,山东交通职业学院,339
山东,2023,综合类,山东传媒职业学院,344
山东,2023,综合类,山东体育学院,478
山东,2023,综合类,山东信息职业技术学院,294
山东,2023,综合类,山东农业大学,488
山东,2023,综合类,山东农业工程学院,414
山东,2023,综合类,山东力明科技职业学院,293
山东,2023,综合类,山东劳动职业技术学院,320
山东,2023,综合类,山东化工职业学院,330
山东,2023,综合类,山东医学高等专科学校,361
山东,2023,综合类,山东医药大学,483
山东,2023,综合类,山东华宇工学院,285
山东,2023,综合类,山东协和学院,297
山东,2023,综合类,山东司法警官职业学院,302
山东,2023,综合类,山东商业职业技术学院,277
山东,2023,综合类,山东商务职业学院,215
山东,2023,综合类,山东圣翰财贸职业学院,171
山东,2023,综合类,山东城市建设职业学院,323
山东,2023,综合类,山东城市服务职业学院,322
山东,2023,综合类,山东外事职业大学,157
山东,2023,综合类,山东外国语职业技术大学,213
山东,2023,综合类,山东外贸职业学院,368
山东,2023,综合类,山东大学,562
山东,2023,综合类,山东大学（威海）,550
山东,2023,综合类,山东女子学院,432
山东,2023,综合类,山东工业职业学院,318
山东,2023,综合类,山东工商学院,435
山东,2023,综合类,山东工程职业技术大学,234
山东,2023,综合类,山东工艺美术学院,451
山东,2023,综合类,山东师范大学,479
山东,2023,综合类,山东建筑大学,441
山东,2023,综合类,山东政法学院,439
山东,2023,综合类,山东文化产业职业学院,186
山东,2023,综合类,山东旅游职业学院,165
山东,2023,综合类,山东服装职业学院,307
山东,2023,综合类,山东水利职业学院,225
山东,2023,综合类,山东海事职业学院,265
山东,2023,综合类,山东特殊教育职业学院,398
山东,2023,综合类,山东现代学院,394
山东,2023,综合类,山东理工大学,455
山东,2023,综合类,山东理工职业学院,323
山东,2023,综合类,山东电力高等专科学校,444
山东,2023,综合类,山东电子职业技术学院,305
山东,2023,综合类,山东畜牧兽医职业学院,205
山东,2023,综合类,山东石油化工学院,427
山东,2023,综合类,山东科技大学,466
山东,2023,综合类,山东科技职业学院,206
山东,2023,综合类,山东第一医科大学,496
山东,2023,综合类,山东第二医科大学,496
山东,2023,综合类,山东管理学院,437
山东,2023,综合类,山东经贸职业学院,331
山东,2023,综合类,山东职业学院,258
山东,2023,综合类,山东胜利职业学院,327
山东,2023,综合类,山东航空学院,331
山东,2023,综合类,山东艺术学院,487
山东,2023,综合类,山东艺术设计职业学院,258
山东,2023,综合类,山东英才学院,168
山东,2023,综合类,山东药品食品职业学院,315
山东,2023,综合类,山东警察学院,448
山东,2023,综合类,山东财经大学,447
山东,2023,综合类,山东财经大学东方学院,253
山东,2023,综合类,山东财经大学燕山学院,474
山东,2023,综合类,山东轻工职业学院,296
山东,2023,综合类,山东铝业职业学院,224
山东,2023,综合类,山东青年政治学院,422
山东,2023,综合类,德州学院,416
山东,2023,综合类,德州科技职业学院,295
山东,2023,综合类,德州职业技术学院,305
山东,2023,综合类,日照职业技术大学,150
山东,2023,综合类,日照航海工程职业学院,270
山东,2023,综合类,曲阜师范大学,490
山东,2023,综合类,曲阜远东职业技术学院,187
山东,2023,综合类,枣庄学院,390
山东,2023,综合类,枣庄科技职业学院,195
山东,2023,综合类,枣庄职业学院,302
山东,2023,综合类,泰山学院,432
山东,2023,综合类,泰山护理职业学院,329
山东,2023,综合类,泰山科技学院,162
山东,2023,综合类,泰山职业技术学院,316
山东,2023,综合类,济南大学,471
山东,2023,综合类,济南工程职业技术学院,339
山东,2023,综合类,济南幼儿师范高等专科学校,328
山东,2023,综合类,济南护理职业学院,343
山东,2023,综合类,济南职业学院,293
山东,2023,综合类,济宁医学院,477
山东,2023,综合类,济宁学院,434
山东,2023,综合类,济宁职业技术学院,258
山东,2023,综合类,海军航空大学,530
山东,2023,综合类,淄博师范高等专科学校,326
山东,2023,综合类,淄博职业技术大学,242
山东,2023,综合类,滨州科技职业学院,251
山东,2023,综合类,滨州职业技术大学,254
山东,2023,综合类,潍坊学院,392
山东,2023,综合类,潍坊工商职业学院,236
山东,2023,综合类,潍坊工程职业学院,331
山东,2023,综合类,潍坊护理职业学院,326
山东,2023,综合类,潍坊环境工程职业学院,159
山东,2023,综合类,潍坊理工学院,166
山东,2023,综合类,潍坊科技学院,314
山东,2023,综合类,潍坊职业学院,322
山东,2023,综合类,潍坊食品科技职业学院,290
山东,2023,综合类,烟台南山学院,252
山东,2023,综合类,烟台城市科技职业学院,282
山东,2023,综合类,烟台大学,443
山东,2023,综合类,烟台工程职业技术学院,309
山东,2023,综合类,烟台幼儿师范高等专科学校,334
山东,2023,综合类,烟台文化旅游职业学院,326
山东,2023,综合类,烟台汽车工程职业学院,289
山东,2023,综合类,烟台理工学院,156
山东,2023,综合类,烟台科技学院,283
山东,2023,综合类,烟台职业学院,271
山东,2023,综合类,烟台黄金职业学院,276
山东,2023,综合类,聊城大学,483
山东,2023,综合类,聊城大学东昌学院,303
山东,2023,综合类,聊城职业技术学院,316
山东,2023,综合类,莱芜职业技术学院,328
山东,2023,综合类,菏泽医学专科学校,396
山东,2023,综合类,菏泽学院,431
山东,2023,综合类,菏泽家政职业学院,292
山东,2023,综合类,菏泽职业学院,304
山东,2023,综合类,青岛农业大学,444
山东,2023,综合类,青岛农业大学海都学院,245
山东,2023,综合类,青岛城市学院,233
山东,2023,综合类,青岛大学,496
山东,2023,综合类,青岛工学院,153
山东,2023,综合类,青岛工程职业学院,355
山东,2023,综合类,青岛幼儿师范高等专科学校,300
山东,2023,综合类,青岛恒星科技学院,231
山东,2023,综合类,青岛求实职业技术学院,242
山东,2023,综合类,青岛港湾职业技术学院,241
山东,2023,综合类,青岛滨海学院,153
山东,2023,综合类,青岛理工大学,440
山东,2023,综合类,青岛电影学院,249
山东,2023,综合类,青岛科技大学,447
山东,2023,综合类,青岛职业技术学院,262
山东,2023,综合类,青岛航空科技职业学院,223
山东,2023,综合类,青岛远洋船员职业学院,401
山东,2023,综合类,青岛酒店管理职业技术学院,210
山东,2023,综合类,青岛黄海学院,236
山东,2023,综合类,鲁东大学,440
山东,2023,综合类,齐鲁医药学院,399
山东,2023,综合类,齐鲁工业大学,446
山东,2023,综合类,齐鲁师范学院,442
山东,2023,综合类,齐鲁理工学院,228
山西,2023,历史类,中北大学,511
山西,2024,历史类,中北大学,511
山西,2023,历史类,临汾职业技术学院,289
山西,2024,历史类,临汾职业技术学院,220
山西,2023,历史类,吕梁学院,464
山西,2024,历史类,吕梁学院,457
山西,2023,历史类,吕梁职业技术学院,280
山西,2024,历史类,吕梁职业技术学院,309
山西,2023,历史类,大同师范高等专科学校,254
山西,2024,历史类,大同师范高等专科学校,259
山西,2023,历史类,太原城市职业技术学院,321
山西,2024,历史类,太原城市职业技术学院,218
山西,2023,历史类,太原学院,471
山西,2024,历史类,太原学院,433
山西,2023,历史类,太原工业学院,478
山西,2024,历史类,太原工业学院,458
山西,2023,历史类,太原师范学院,481
山西,2024,历史类,太原师范学院,453
山西,2023,历史类,太原幼儿师范高等专科学校,288
山西,2024,历史类,太原幼儿师范高等专科学校,209
山西,2023,历史类,太原理工大学,545
山西,2024,历史类,太原理工大学,564
山西,2023,历史类,太原科技大学,483
山西,2024,历史类,太原科技大学,493
山西,2023,历史类,山西中医药大学,456
山西,2024,历史类,山西中医药大学,472
山西,2023,历史类,山西传媒学院,459
山西,2024,历史类,山西传媒学院,419
山西,2024,历史类,山西体育职业学院,295
山西,2023,历史类,山西信息职业技术学院,272
山西,2024,历史类,山西信息职业技术学院,275
山西,2023,历史类,山西农业大学,408
山西,2024,历史类,山西农业大学,469
山西,2023,历史类,山西医科大学,477
山西,2024,历史类,山西医科大学,395
山西,2023,历史类,山西医药学院,492
山西,2024,历史类,山西医药学院,476
山西,2023,历史类,山西卫生健康职业学院,323
山西,2024,历史类,山西卫生健康职业学院,328
山西,2023,历史类,山西同文职业技术学院,253
山西,2024,历史类,山西同文职业技术学院,220
山西,2023,历史类,山西国际商务职业学院,323
山西,2024,历史类,山西国际商务职业学院,160
山西,2023,历史类,山西大同大学,459
山西,2024,历史类,山西大同大学,435
山西,2023,历史类,山西大学,538
山西,2024,历史类,山西大学,526
山西,2023,历史类,山西工商学院,448
山西,2024,历史类,山西工商学院,430
山西,2023,历史类,山西工学院,488
山西,2024,历史类,山西工学院,514
山西,2023,历史类,山西工程技术学院,463
山西,2024,历史类,山西工程技术学院,477
山西,2023,历史类,山西工程科技职业大学,328
山西,2024,历史类,山西工程科技职业大学,283
山西,2023,历史类,山西工程职业学院,312
山西,2024,历史类,山西工程职业学院,398
山西,2023,历史类,山西师范大学,467
山西,2024,历史类,山西师范大学,461
山西,2023,历史类,山西应用科技学院,454
山西,2024,历史类,山西应用科技学院,436
山西,2023,历史类,山西晋中理工学院,426
山西,2024,历史类,山西晋中理工学院,403
山西,2023,历史类,山西机电职业技术学院,333
山西,2024,历史类,山西机电职业技术学院,352
山西,2023,历史类,山西林业职业技术学院,339
山西,2024,历史类,山西林业职业技术学院,246
山西,2023,历史类,山西水利职业技术学院,321
山西,2024,历史类,山西水利职业技术学院,309
山西,2023,历史类,山西省财政税务专科学校,365
山西,2024,历史类,山西省财政税务专科学校,276
山西,2023,历史类,山西科技学院,495
山西,2024,历史类,山西科技学院,463
山西,2023,历史类,山西管理职业学院,337
山西,2024,历史类,山西管理职业学院,182
山西,2023,历史类,山西经贸职业学院,369
山西,2024,历史类,山西经贸职业学院,388
山西,2023,历史类,山西老区职业技术学院,305
山西,2024,历史类,山西老区职业技术学院,328
山西,2023,历史类,山西职业技术学院,293
山西,2024,历史类,山西职业技术学院,220
山西,2023,历史类,山西药科职业学院,393
山西,2024,历史类,山西药科职业学院,366
山西,2023,历史类,山西财经大学,442
山西,2024,历史类,山西财经大学,497
山西,2023,历史类,山西运城农业职业技术学院,321
山西,2024,历史类,山西运城农业职业技术学院,348
山西,2024,历史类,山西通用航空职业技术学院,412
山西,2023,历史类,山西金融职业学院,310
山西,2024,历史类,山西金融职业学院,336
山西,2023,历史类,山西铁道职业技术学院,373
山西,2024,历史类,山西铁道职业技术学院,350
山西,2023,历史类,忻州师范学院,463
山西,2024,历史类,忻州师范学院,457
山西,2023,历史类,忻州职业技术学院,363
山西,2024,历史类,忻州职业技术学院,305
山西,2023,历史类,晋中信息学院,415
山西,2024,历史类,晋中信息学院,400
山西,2023,历史类,晋中学院,462
山西,2024,历史类,晋中学院,447
山西,2024,历史类,晋中师范高等专科学校,295
山西,2024,历史类,晋中职业技术学院,318
山西,2023,历史类,朔州师范高等专科学校,369
山西,2024,历史类,朔州师范高等专科学校,381
山西,2023,历史类,朔州职业技术学院,377
山西,2024,历史类,朔州职业技术学院,326
山西,2023,历史类,潞安职业技术学院,300
山西,2024,历史类,潞安职业技术学院,279
山西,2023,历史类,运城学院,459
山西,2024,历史类,运城学院,465
山西,2023,历史类,运城师范高等专科学校,286
山西,2024,历史类,运城师范高等专科学校,289
山西,2023,历史类,运城幼儿师范高等专科学校,302
山西,2024,历史类,运城幼儿师范高等专科学校,203
山西,2023,历史类,运城护理职业学院,343
山西,2024,历史类,运城护理职业学院,368
山西,2023,历史类,运城职业技术大学,422
山西,2024,历史类,运城职业技术大学,413
山西,2023,历史类,长治医学院,460
山西,2024,历史类,长治医学院,492
山西,2023,历史类,长治学院,463
山西,2024,历史类,长治学院,450
山西,2023,历史类,长治职业技术学院,337
山西,2024,历史类,长治职业技术学院,354
山西,2023,历史类,阳泉师范高等专科学校,315
山西,2024,历史类,阳泉师范高等专科学校,270
山西,2023,历史类,阳泉职业技术学院,326
山西,2024,历史类,阳泉职业技术学院,248
山西,2023,物理类,中北大学,426
山西,2024,物理类,中北大学,498
山西,2023,物理类,临汾职业技术学院,324
山西,2024,物理类,临汾职业技术学院,330
山西,2023,物理类,吕梁学院,432
山西,2024,物理类,吕梁学院,424
山西,2023,物理类,吕梁职业技术学院,318
山西,2024,物理类,吕梁职业技术学院,350
山西,2023,物理类,大同师范高等专科学校,305
山西,2024,物理类,大同师范高等专科学校,268
山西,2023,物理类,太原城市职业技术学院,395
山西,2024,物理类,太原城市职业技术学院,301
山西,2023,物理类,太原学院,439
山西,2024,物理类,太原学院,404
山西,2023,物理类,太原工业学院,437
山西,2024,物理类,太原工业学院,434
山西,2023,物理类,太原师范学院,441
山西,2024,物理类,太原师范学院,448
山西,2023,物理类,太原幼儿师范高等专科学校,373
山西,2024,物理类,太原幼儿师范高等专科学校,388
山西,2023,物理类,太原理工大学,528
山西,2024,物理类,太原理工大学,542
山西,2023,物理类,太原科技大学,444
山西,2024,物理类,太原科技大学,440
山西,2023,物理类,山西中医药大学,457
山西,2024,物理类,山西中医药大学,452
山西,2023,物理类,山西传媒学院,428
山西,2024,物理类,山西传媒学院,431
山西,2024,物理类,山西体育职业学院,167
山西,2023,物理类,山西信息职业技术学院,350
山西,2024,物理类,山西信息职业技术学院,357
山西,2023,物理类,山西农业大学,434
山西,2024,物理类,山西农业大学,425
山西,2023,物理类,山西医科大学,477
山西,2024,物理类,山西医科大学,436
山西,2023,物理类,山西医药学院,477
山西,2024,物理类,山西医药学院,436
山西,2023,物理类,山西卫生健康职业学院,377
山西,2024,物理类,山西卫生健康职业学院,358
山西,2023,物理类,山西同文职业技术学院,343
山西,2024,物理类,山西同文职业技术学院,276
山西,2023,物理类,山西国际商务职业学院,385
山西,2024,物理类,山西国际商务职业学院,183
山西,2023,物理类,山西大同大学,470
山西,2024,物理类,山西大同大学,444
山西,2023,物理类,山西大学,525
山西,2024,物理类,山西大学,391
山西,2023,物理类,山西工商学院,425
山西,2024,物理类,山西工商学院,397
山西,2023,物理类,山西工学院,441
山西,2024,物理类,山西工学院,430
山西,2023,物理类,山西工程技术学院,436
山西,2024,物理类,山西工程技术学院,414
山西,2023,物理类,山西工程科技职业大学,361
山西,2024,物理类,山西工程科技职业大学,314
山西,2023,物理类,山西工程职业学院,354
山西,2024,物理类,山西工程职业学院,305
山西,2023,物理类,山西师范大学,474
山西,2024,物理类,山西师范大学,426
山西,2023,物理类,山西应用科技学院,459
山西,2024,物理类,山西应用科技学院,361
山西,2023,物理类,山西晋中理工学院,429
山西,2024,物理类,山西晋中理工学院,396
山西,2023,物理类,山西机电职业技术学院,395
山西,2024,物理类,山西机电职业技术学院,330
山西,2023,物理类,山西林业职业技术学院,378
山西,2024,物理类,山西林业职业技术学院,227
山西,2023,物理类,山西水利职业技术学院,379
山西,2024,物理类,山西水利职业技术学院,307
山西,2024,物理类,山西电子科技学院,487
山西,2023,物理类,山西省财政税务专科学校,412
山西,2024,物理类,山西省财政税务专科学校,322
山西,2023,物理类,山西科技学院,489
山西,2024,物理类,山西科技学院,464
山西,2023,物理类,山西管理职业学院,385
山西,2024,物理类,山西管理职业学院,286
山西,2023,物理类,山西经贸职业学院,385
山西,2024,物理类,山西经贸职业学院,407
山西,2023,物理类,山西老区职业技术学院,384
山西,2024,物理类,山西老区职业技术学院,297
山西,2023,物理类,山西职业技术学院,311
山西,2024,物理类,山西职业技术学院,342
山西,2023,物理类,山西能源学院,475
山西,2024,物理类,山西能源学院,482
山西,2024,物理类,山西药科职业学院,361
山西,2023,物理类,山西财经大学,461
山西,2024,物理类,山西财经大学,462
山西,2023,物理类,山西运城农业职业技术学院,375
山西,2024,物理类,山西运城农业职业技术学院,393
山西,2023,物理类,山西通用航空职业技术学院,331
山西,2024,物理类,山西通用航空职业技术学院,354
山西,2023,物理类,山西金融职业学院,379
山西,2024,物理类,山西金融职业学院,415
山西,2023,物理类,山西铁道职业技术学院,336
山西,2024,物理类,山西铁道职业技术学院,251
山西,2023,物理类,忻州师范学院,431
山西,2024,物理类,忻州师范学院,421
山西,2023,物理类,忻州职业技术学院,385
山西,2024,物理类,忻州职业技术学院,342
山西,2023,物理类,晋中信息学院,433
山西,2024,物理类,晋中信息学院,395
山西,2023,物理类,晋中学院,447
山西,2024,物理类,晋中学院,417
山西,2023,物理类,晋城职业技术学院,392
山西,2024,物理类,晋城职业技术学院,413
山西,2023,物理类,朔州师范高等专科学校,400
山西,2024,物理类,朔州师范高等专科学校,361
山西,2023,物理类,朔州职业技术学院,398
山西,2024,物理类,朔州职业技术学院,339
山西,2023,物理类,潞安职业技术学院,325
山西,2024,物理类,潞安职业技术学院,321
山西,2023,物理类,运城学院,433
山西,2024,物理类,运城学院,417
山西,2023,物理类,运城师范高等专科学校,379
山西,2024,物理类,运城师范高等专科学校,329
山西,2023,物理类,运城幼儿师范高等专科学校,392
山西,2024,物理类,运城幼儿师范高等专科学校,298
山西,2023,物理类,运城护理职业学院,374
山西,2024,物理类,运城护理职业学院,345
山西,2023,物理类,运城职业技术大学,423
山西,2024,物理类,运城职业技术大学,374
山西,2023,物理类,长治医学院,453
山西,2024,物理类,长治医学院,427
山西,2023,物理类,长治学院,437
山西,2024,物理类,长治学院,413
山西,2023,物理类,长治职业技术学院,375
山西,2024,物理类,长治职业技术学院,395
山西,2023,物理类,阳泉职业技术学院,374
山西,2024,物理类,阳泉职业技术学院,398
广东,2023,历史类,东莞城市学院,406
广东,2023,历史类,东莞理工学院,488
广东,2023,历史类,东莞职业技术学院,407
广东,2023,历史类,中山大学,600
广东,2023,历史类,中山火炬职业技术学院,379
广东,2023,历史类,中山职业技术学院,328
广东,2023,历史类,五邑大学,464
广东,2023,历史类,仲恺农业工程学院,498
广东,2023,历史类,佛山大学,492
广东,2023,历史类,佛山职业技术学院,378
广东,2023,历史类,北京理工大学珠海学院,442
广东,2023,历史类,北师香港浸会大学,492
广东,2023,历史类,华南农业大学,521
广东,2023,历史类,华南农业大学珠江学院,434
广东,2023,历史类,华南师范大学,550
广东,2023,历史类,华南理工大学,571
广东,2023,历史类,南方医科大学,513
广东,2023,历史类,哈尔滨工业大学（深圳）,608
广东,2023,历史类,嘉应学院,422
广东,2023,历史类,岭南师范学院,449
广东,2023,历史类,广东东软学院,305
广东,2023,历史类,广东云浮中医药职业学院,395
广东,2023,历史类,广东亚视演艺职业学院,224
广东,2023,历史类,广东交通职业技术学院,268
广东,2023,历史类,广东体育职业技术学院,389
广东,2023,历史类,广东信息工程职业学院,281
广东,2023,历史类,广东农工商职业技术学院,345
广东,2023,历史类,广东创新科技职业学院,219
广东,2023,历史类,广东医科大学,481
广东,2023,历史类,广东南华工商职业学院,273
广东,2023,历史类,广东南方职业学院,307
广东,2023,历史类,广东司法警官职业学院,394
广东,2023,历史类,广东培正学院,419
广东,2023,历史类,广东外语外贸大学,510
广东,2023,历史类,广东外语外贸大学南国商学院,406
广东,2023,历史类,广东女子职业技术学院,343
广东,2023,历史类,广东岭南职业技术学院,269
广东,2023,历史类,广东工业大学,480
广东,2023,历史类,广东工商职业技术大学,309
广东,2023,历史类,广东工程职业技术学院,295
广东,2023,历史类,广东工贸职业技术学院,369
广东,2023,历史类,广东建设职业技术学院,356
广东,2023,历史类,广东技术师范大学,393
广东,2023,历史类,广东文理职业学院,223
广东,2023,历史类,广东文艺职业学院,387
广东,2023,历史类,广东新安职业技术学院,371
广东,2023,历史类,广东机电职业技术学院,377
广东,2023,历史类,广东松山职业技术学院,389
广东,2023,历史类,广东梅州职业技术学院,379
广东,2023,历史类,广东水利电力职业技术学院,358
广东,2023,历史类,广东汕头幼儿师范高等专科学校,377
广东,2023,历史类,广东江门中医药职业学院,421
广东,2023,历史类,广东江门幼儿师范高等专科学校,355
广东,2023,历史类,广东海洋大学,473
广东,2023,历史类,广东潮州卫生健康职业学院,400
广东,2023,历史类,广东环境保护工程职业学院,297
广东,2023,历史类,广东理工学院,373
广东,2023,历史类,广东理工职业学院,390
广东,2023,历史类,广东生态工程职业学院,279
广东,2023,历史类,广东白云学院,427
广东,2023,历史类,广东省外语艺术职业学院,237
广东,2023,历史类,广东石油化工学院,497
广东,2023,历史类,广东碧桂园职业学院,225
广东,2023,历史类,广东科学技术职业学院,345
广东,2023,历史类,广东科技学院,360
广东,2023,历史类,广东科贸职业学院,348
广东,2023,历史类,广东第二师范学院,492
广东,2023,历史类,广东职业技术学院,323
广东,2023,历史类,广东肇庆航空职业学院,282
广东,2023,历史类,广东艺术职业学院,316
广东,2023,历史类,广东茂名健康职业学院,366
广东,2023,历史类,广东茂名农林科技职业学院,299
广东,2023,历史类,广东茂名幼儿师范专科学校,292
广东,2023,历史类,广东药科大学,491
广东,2023,历史类,广东行政职业学院,396
广东,2023,历史类,广东警官学院,438
广东,2023,历史类,广东财经大学,521
广东,2023,历史类,广东财贸职业学院,259
广东,2023,历史类,广东轻工职业技术大学,414
广东,2023,历史类,广东邮电职业技术学院,401
广东,2023,历史类,广东酒店管理职业技术学院,201
广东,2023,历史类,广东金融学院,495
广东,2023,历史类,广东食品药品职业学院,318
广东,2023,历史类,广州东华职业学院,253
广东,2023,历史类,广州中医药大学,520
广东,2023,历史类,广州体育学院,496
广东,2023,历史类,广州体育职业技术学院,393
广东,2023,历史类,广州医科大学,526
广东,2023,历史类,广州华南商贸职业学院,258
广东,2023,历史类,广州华商学院,446
广东,2023,历史类,广州华商职业学院,325
广东,2023,历史类,广州华夏职业学院,253
广东,2023,历史类,广州华立学院,417
广东,2023,历史类,广州华立科技职业学院,222
广东,2023,历史类,广州南方学院,421
广东,2023,历史类,广州南洋理工职业学院,274
广东,2023,历史类,广州卫生职业技术学院,301
广东,2023,历史类,广州商学院,333
广东,2023,历史类,广州城市理工学院,404
广东,2023,历史类,广州城市职业学院,377
广东,2023,历史类,广州城建职业学院,347
广东,2023,历史类,广州大学,521
广东,2023,历史类,广州工商学院,371
广东,2023,历史类,广州工程技术职业学院,425
广东,2023,历史类,广州幼儿师范高等专科学校,353
广东,2023,历史类,广州应用科技学院,436
广东,2023,历史类,广州康大职业技术学院,262
广东,2023,历史类,广州新华学院,414
广东,2023,历史类,广州松田职业学院,313
广东,2023,历史类,广州民航职业技术学院,246
广东,2023,历史类,广州涉外经济职业技术学院,210
广东,2023,历史类,广州现代信息工程职业技术学院,341
广东,2023,历史类,广州珠江职业技术学院,235
广东,2023,历史类,广州理工学院,429
广东,2023,历史类,广州科技职业技术大学,206
广东,2023,历史类,广州科技贸易职业学院,324
广东,2023,历史类,广州美术学院,484
广东,2023,历史类,广州职业技术大学,369
广东,2023,历史类,广州航海学院,500
广东,2023,历史类,广州软件学院,426
广东,2023,历史类,广州铁路职业技术学院,382
广东,2023,历史类,惠州卫生职业技术学院,384
广东,2023,历史类,惠州城市职业学院,253
广东,2023,历史类,惠州学院,472
广东,2023,历史类,惠州工程职业学院,375
广东,2023,历史类,惠州经济职业技术学院,269
广东,2023,历史类,揭阳职业技术学院,374
广东,2023,历史类,星海音乐学院,497
广东,2023,历史类,暨南大学,551
广东,2023,历史类,汕头大学,488
广东,2023,历史类,汕头职业技术学院,277
广东,2023,历史类,汕尾职业技术学院,293
广东,2023,历史类,江门职业技术学院,309
广东,2023,历史类,河源职业技术学院,270
广东,2023,历史类,深圳信息职业技术大学,374
广东,2023,历史类,深圳北理莫斯科大学,542
广东,2023,历史类,深圳大学,553
广东,2023,历史类,深圳技术大学,530
广东,2023,历史类,深圳职业技术大学,406
广东,2023,历史类,清远职业技术学院,366
广东,2023,历史类,湛江幼儿师范专科学校,318
广东,2023,历史类,湛江科技学院,332
广东,2023,历史类,潮汕职业技术学院,350
广东,2023,历史类,珠海城市职业技术学院,324
广东,2023,历史类,珠海科技学院,432
广东,2023,历史类,珠海艺术职业学院,231
广东,2023,历史类,电子科技大学中山学院,453
广东,2023,历史类,私立华联学院,296
广东,2023,历史类,罗定职业技术学院,369
广东,2023,历史类,肇庆医学院,464
广东,2023,历史类,肇庆学院,496
广东,2023,历史类,茂名职业技术学院,290
广东,2023,历史类,阳江职业技术学院,353
广东,2023,历史类,韩山师范学院,439
广东,2023,历史类,韶关学院,450
广东,2023,历史类,顺德职业技术大学,271
广东,2023,历史类,香港中文大学（深圳）,607
广东,2023,物理类,东莞城市学院,387
广东,2023,物理类,东莞理工学院,482
广东,2023,物理类,东莞职业技术学院,317
广东,2023,物理类,中山大学,601
广东,2023,物理类,中山火炬职业技术学院,358
广东,2023,物理类,中山职业技术学院,354
广东,2023,物理类,五邑大学,487
广东,2023,物理类,仲恺农业工程学院,486
广东,2023,物理类,佛山大学,474
广东,2023,物理类,佛山职业技术学院,410
广东,2023,物理类,北京理工大学珠海学院,445
广东,2023,物理类,北师香港浸会大学,507
广东,2023,物理类,华南农业大学,521
广东,2023,物理类,华南农业大学珠江学院,439
广东,2023,物理类,华南师范大学,553
广东,2023,物理类,华南理工大学,550
广东,2023,物理类,南方医科大学,540
广东,2023,物理类,南方科技大学,634
广东,2023,物理类,哈尔滨工业大学（深圳）,605
广东,2023,物理类,嘉应学院,417
广东,2023,物理类,岭南师范学院,451
广东,2023,物理类,广东东软学院,362
广东,2023,物理类,广东云浮中医药职业学院,394
广东,2023,物理类,广东亚视演艺职业学院,227
广东,2023,物理类,广东交通职业技术学院,381
广东,2023,物理类,广东以色列理工学院,482
广东,2023,物理类,广东体育职业技术学院,392
广东,2023,物理类,广东信息工程职业学院,257
广东,2023,物理类,广东农工商职业技术学院,368
广东,2023,物理类,广东创新科技职业学院,219
广东,2023,物理类,广东医科大学,504
广东,2023,物理类,广东南华工商职业学院,376
广东,2023,物理类,广东南方职业学院,300
广东,2023,物理类,广东司法警官职业学院,409
广东,2023,物理类,广东培正学院,430
广东,2023,物理类,广东外语外贸大学,512
广东,2023,物理类,广东外语外贸大学南国商学院,409
广东,2023,物理类,广东女子职业技术学院,332
广东,2023,物理类,广东岭南职业技术学院,270
广东,2023,物理类,广东工业大学,495
广东,2023,物理类,广东工商职业技术大学,350
广东,2023,物理类,广东工程职业技术学院,384
广东,2023,物理类,广东工贸职业技术学院,380
广东,2023,物理类,广东建设职业技术学院,337
广东,2023,物理类,广东技术师范大学,423
广东,2023,物理类,广东文理职业学院,203
广东,2023,物理类,广东新安职业技术学院,387
广东,2023,物理类,广东机电职业技术学院,363
广东,2023,物理类,广东松山职业技术学院,390
广东,2023,物理类,广东梅州职业技术学院,392
广东,2023,物理类,广东水利电力职业技术学院,372
广东,2023,物理类,广东汕头幼儿师范高等专科学校,395
广东,2023,物理类,广东江门中医药职业学院,425
广东,2023,物理类,广东江门幼儿师范高等专科学校,335
广东,2023,物理类,广东海洋大学,455
广东,2023,物理类,广东潮州卫生健康职业学院,417
广东,2023,物理类,广东环境保护工程职业学院,327
广东,2023,物理类,广东理工学院,395
广东,2023,物理类,广东理工职业学院,401
广东,2023,物理类,广东生态工程职业学院,364
广东,2023,物理类,广东白云学院,431
广东,2023,物理类,广东省外语艺术职业学院,241
广东,2023,物理类,广东石油化工学院,446
广东,2023,物理类,广东碧桂园职业学院,213
广东,2023,物理类,广东科学技术职业学院,323
广东,2023,物理类,广东科技学院,389
广东,2023,物理类,广东科贸职业学院,374
广东,2023,物理类,广东第二师范学院,487
广东,2023,物理类,广东职业技术学院,324
广东,2023,物理类,广东肇庆航空职业学院,252
广东,2023,物理类,广东艺术职业学院,404
广东,2023,物理类,广东茂名健康职业学院,359
广东,2023,物理类,广东茂名农林科技职业学院,381
广东,2023,物理类,广东茂名幼儿师范专科学校,306
